"","Var1","Var2","cor","p","direction","new_column"
"266","Colletotrichum simmondsii","Hypsizygus marmoreus",0.13428967507161,0,"1","fungi_fungi"
"267","Colletotrichum simmondsii","Leucoagaricus sp. SymC.cos",0.108425069938924,0.01,"1","fungi_fungi"
"268","Colletotrichum simmondsii","Malassezia pachydermatis",0.107331384593275,0.03,"1","fungi_fungi"
"269","Neurospora tetrasperma","Colletotrichum simmondsii",0.109700911512099,0,"1","fungi_fungi"
"270","Colletotrichum simmondsii","Sporothrix brasiliensis",0.120705988481423,0.01,"1","fungi_fungi"
"271","Colletotrichum simmondsii","Stachybotrys chartarum",0.0839203441523496,0.04,"1","fungi_fungi"
"272","Stemphylium lycopersici","Colletotrichum simmondsii",0.0783788756791034,0.03,"1","fungi_fungi"
"273","s__Acetivibrio_thermocellus","Colletotrichum simmondsii",-0.0954511626189102,0.04,"-1","Bacter_fungi"
"274","s__Anaerostipes_hadrus","Colletotrichum simmondsii",-0.132057283619729,0.02,"-1","Bacter_fungi"
"275","s__Butyrivibrio_hungatei","Colletotrichum simmondsii",-0.165238971565984,0,"-1","Bacter_fungi"
"276","s__Clostridium_novyi","Colletotrichum simmondsii",-0.161215630502761,0,"-1","Bacter_fungi"
"277","s__Coprococcus_comes","Colletotrichum simmondsii",-0.149834168346195,0,"-1","Bacter_fungi"
"278","s__Coprococcus_eutactus","Colletotrichum simmondsii",-0.237786910375155,0,"-1","Bacter_fungi"
"279","s__Coprococcus_sp._ART55","Colletotrichum simmondsii",-0.167059937967111,0,"-1","Bacter_fungi"
"280","s__Dorea_longicatena","Colletotrichum simmondsii",-0.210684905954307,0,"-1","Bacter_fungi"
"281","s__Eubacterium_sp._MSJ-33","Colletotrichum simmondsii",-0.2054251993873,0,"-1","Bacter_fungi"
"282","s__Klebsiella_pneumoniae","Colletotrichum simmondsii",-0.0933893272712313,0.04,"-1","Bacter_fungi"
"283","s__Lachnospira_eligens","Colletotrichum simmondsii",-0.167612924672795,0,"-1","Bacter_fungi"
"284","s__Pseudobutyrivibrio_xylanivorans","Colletotrichum simmondsii",-0.201312635410104,0,"-1","Bacter_fungi"
"285","s__Roseburia_hominis","Colletotrichum simmondsii",-0.119135479091924,0,"-1","Bacter_fungi"
"286","s__Ruminococcus_albus","Colletotrichum simmondsii",-0.0934916338824107,0.03,"-1","Bacter_fungi"
"287","s__[Ruminococcus]_torques","Colletotrichum simmondsii",-0.171481519238605,0,"-1","Bacter_fungi"
"288","Dacryopinax primogenitus","Enterocytozoon bieneusi",0.279841717648671,0,"1","fungi_fungi"
"289","Exophiala mesophila","Dacryopinax primogenitus",0.104991038485408,0.02,"1","fungi_fungi"
"290","Exophiala sideris","Dacryopinax primogenitus",0.0912507866792161,0.03,"1","fungi_fungi"
"291","Hanseniaspora guilliermondii","Dacryopinax primogenitus",0.111527612778443,0,"1","fungi_fungi"
"292","Hypoxylon sp. CO27-5","Dacryopinax primogenitus",0.101591959257785,0,"1","fungi_fungi"
"293","Kwoniella mangrovensis","Dacryopinax primogenitus",0.10442292092236,0.04,"1","fungi_fungi"
"294","Melampsora larici-populina","Dacryopinax primogenitus",0.15342564818451,0,"1","fungi_fungi"
"295","Microbotryum lychnidis-dioicae","Dacryopinax primogenitus",0.140679339045548,0,"1","fungi_fungi"
"296","Naematelia encephala","Dacryopinax primogenitus",0.157140213263917,0,"1","fungi_fungi"
"297","Neolecta irregularis","Dacryopinax primogenitus",0.122106302224866,0,"1","fungi_fungi"
"298","Neurospora tetrasperma","Dacryopinax primogenitus",0.121885188100867,0,"1","fungi_fungi"
"299","Polytolypa hystricis","Dacryopinax primogenitus",0.1030404511201,0.01,"1","fungi_fungi"
"300","Saccharomycodes ludwigii","Dacryopinax primogenitus",0.158692932327439,0,"1","fungi_fungi"
"301","Stemphylium lycopersici","Dacryopinax primogenitus",0.101041221610263,0,"1","fungi_fungi"
"302","Talaromyces marneffei","Dacryopinax primogenitus",0.200847379734419,0,"1","fungi_fungi"
"303","Torulaspora globosa","Dacryopinax primogenitus",0.119564933817469,0,"1","fungi_fungi"
"304","Verticillium longisporum","Dacryopinax primogenitus",0.102691544814004,0.02,"1","fungi_fungi"
"305","s__Adlercreutzia_equolifaciens","Dacryopinax primogenitus",-0.125225866963697,0.02,"-1","Bacter_fungi"
"306","s__Adlercreutzia_hattorii","Dacryopinax primogenitus",-0.146430601400045,0.02,"-1","Bacter_fungi"
"307","s__Blautia_pseudococcoides","Dacryopinax primogenitus",0.14943891813526,0.01,"1","Bacter_fungi"
"308","s__Collinsella_aerofaciens","Dacryopinax primogenitus",-0.199285165470458,0,"-1","Bacter_fungi"
"309","s__Coprococcus_comes","Dacryopinax primogenitus",-0.143200456568789,0.02,"-1","Bacter_fungi"
"310","s__Coprococcus_sp._ART55","Dacryopinax primogenitus",-0.141575122503093,0,"-1","Bacter_fungi"
"311","s__Eubacterium_sp._MSJ-33","Dacryopinax primogenitus",-0.192016636210691,0,"-1","Bacter_fungi"
"312","s__Eubacterium_sp._c-25","Dacryopinax primogenitus",0.121234916363331,0.04,"1","Bacter_fungi"
"313","s__Faecalibacillus_intestinalis","Dacryopinax primogenitus",-0.126068578679229,0.02,"-1","Bacter_fungi"
"314","s__Faecalibacterium_duncaniae","Dacryopinax primogenitus",-0.164515721315969,0,"-1","Bacter_fungi"
"315","s__Faecalibacterium_prausnitzii","Dacryopinax primogenitus",-0.214584962874946,0,"-1","Bacter_fungi"
"316","s__Lachnospira_eligens","Dacryopinax primogenitus",-0.137975423329703,0.02,"-1","Bacter_fungi"
"317","s__Roseburia_hominis","Dacryopinax primogenitus",-0.13021293163985,0.03,"-1","Bacter_fungi"
"318","s__Ruminococcus_champanellensis","Dacryopinax primogenitus",-0.167738500358502,0,"-1","Bacter_fungi"
"319","s__Vescimonas_coprocola","Dacryopinax primogenitus",-0.135910547257174,0.01,"-1","Bacter_fungi"
"320","s__[Ruminococcus]_torques","Dacryopinax primogenitus",-0.111889315563982,0.03,"-1","Bacter_fungi"
"321","Fistulina hepatica","Debaryomyces hansenii",0.0898898313054688,0.01,"1","fungi_fungi"
"322","Debaryomyces hansenii","Fusarium venenatum",-0.102215439011801,0,"-1","fungi_fungi"
"323","Hypsizygus marmoreus","Debaryomyces hansenii",0.0958066601677814,0.03,"1","fungi_fungi"
"324","Saccharomycodes ludwigii","Debaryomyces hansenii",0.121708663090583,0.01,"1","fungi_fungi"
"325","Stemphylium lycopersici","Debaryomyces hansenii",0.15982706496443,0,"1","fungi_fungi"
"326","s__Adlercreutzia_equolifaciens","Debaryomyces hansenii",-0.127498957177655,0.02,"-1","Bacter_fungi"
"327","s__Adlercreutzia_hattorii","Debaryomyces hansenii",-0.124344052871079,0.02,"-1","Bacter_fungi"
"328","s__Collinsella_aerofaciens","Debaryomyces hansenii",-0.103343753937523,0.03,"-1","Bacter_fungi"
"329","s__Eubacterium_sp._MSJ-33","Debaryomyces hansenii",-0.124660844706511,0.02,"-1","Bacter_fungi"
"330","s__Faecalibacterium_prausnitzii","Debaryomyces hansenii",-0.134078011528475,0,"-1","Bacter_fungi"
"331","Diaporthe batatas","Enterocytozoon bieneusi",0.140291867774262,0,"1","fungi_fungi"
"332","Hypsizygus marmoreus","Diaporthe batatas",0.100622784412459,0.01,"1","fungi_fungi"
"333","Diaporthe batatas","Kalmanozyma brasiliensis",0.235093116124829,0,"1","fungi_fungi"
"334","Diaporthe batatas","Macroventuria anomochaeta",0.101530237104756,0.02,"1","fungi_fungi"
"335","Malassezia pachydermatis","Diaporthe batatas",0.176569689259336,0,"1","fungi_fungi"
"336","Microbotryum lychnidis-dioicae","Diaporthe batatas",0.116058225805559,0.01,"1","fungi_fungi"
"337","Polytolypa hystricis","Diaporthe batatas",0.10890600282686,0.01,"1","fungi_fungi"
"338","Diaporthe batatas","Pseudogymnoascus destructans",0.141317158514565,0,"1","fungi_fungi"
"339","Pyrenophora tritici-repentis","Diaporthe batatas",0.147829049103715,0,"1","fungi_fungi"
"340","Saccharomycodes ludwigii","Diaporthe batatas",0.11348551783499,0.01,"1","fungi_fungi"
"341","Diaporthe batatas","Sporothrix brasiliensis",0.126502196703766,0.03,"1","fungi_fungi"
"342","Stemphylium lycopersici","Diaporthe batatas",0.109748797465139,0.01,"1","fungi_fungi"
"343","Talaromyces amestolkiae","Diaporthe batatas",0.121982857326302,0,"1","fungi_fungi"
"344","Tolypocladium capitatum","Diaporthe batatas",0.108568602246393,0.01,"1","fungi_fungi"
"345","Diaporthe batatas","Tolypocladium paradoxum",0.177544407005372,0,"1","fungi_fungi"
"346","Verticillium longisporum","Diaporthe batatas",0.110924894516932,0.02,"1","fungi_fungi"
"347","s__Acetivibrio_thermocellus","Diaporthe batatas",-0.178590289593761,0,"-1","Bacter_fungi"
"348","s__Butyrivibrio_hungatei","Diaporthe batatas",-0.262339445569324,0,"-1","Bacter_fungi"
"349","s__Clostridium_novyi","Diaporthe batatas",-0.206783198285578,0,"-1","Bacter_fungi"
"350","s__Coprococcus_comes","Diaporthe batatas",-0.169482266046939,0.01,"-1","Bacter_fungi"
"351","s__Coprococcus_eutactus","Diaporthe batatas",-0.288308030879473,0,"-1","Bacter_fungi"
"352","s__Coprococcus_sp._ART55","Diaporthe batatas",-0.213330309390944,0,"-1","Bacter_fungi"
"353","s__Dorea_longicatena","Diaporthe batatas",-0.127368222811217,0.02,"-1","Bacter_fungi"
"354","s__Eubacterium_sp._MSJ-33","Diaporthe batatas",-0.212561337361431,0,"-1","Bacter_fungi"
"355","s__Lachnospira_eligens","Diaporthe batatas",-0.216149419477668,0,"-1","Bacter_fungi"
"356","s__Ligilactobacillus_ruminis","Diaporthe batatas",-0.107782647977701,0.01,"-1","Bacter_fungi"
"357","s__Mageeibacillus_indolicus","Diaporthe batatas",-0.170806663878532,0,"-1","Bacter_fungi"
"358","s__Paenibacillus_larvae","Diaporthe batatas",-0.12848933879933,0.01,"-1","Bacter_fungi"
"359","s__Pseudobutyrivibrio_xylanivorans","Diaporthe batatas",-0.284328387953134,0,"-1","Bacter_fungi"
"360","s__Ruminococcus_albus","Diaporthe batatas",-0.165574105539258,0.01,"-1","Bacter_fungi"
"361","s__Ruminococcus_bovis","Diaporthe batatas",-0.179345226936418,0,"-1","Bacter_fungi"
"362","s__Ruminococcus_champanellensis","Diaporthe batatas",-0.137961384107307,0.01,"-1","Bacter_fungi"
"363","s__Vescimonas_fastidiosa","Diaporthe batatas",-0.129418746229631,0.04,"-1","Bacter_fungi"
"364","s__[Ruminococcus]_torques","Diaporthe batatas",-0.193927325803651,0,"-1","Bacter_fungi"
"365","Diaporthe helianthi","Enterocytozoon bieneusi",0.176391107092085,0,"1","fungi_fungi"
"366","Fistulina hepatica","Diaporthe helianthi",0.136214745620254,0.01,"1","fungi_fungi"
"367","Fusarium oxysporum","Diaporthe helianthi",0.142836383789584,0,"1","fungi_fungi"
"368","Diaporthe helianthi","Kalmanozyma brasiliensis",0.139720542575432,0,"1","fungi_fungi"
"369","Kwoniella mangrovensis","Diaporthe helianthi",0.146872054082444,0,"1","fungi_fungi"
"370","Macroventuria anomochaeta","Diaporthe helianthi",0.0908669531929818,0.04,"1","fungi_fungi"
"371","Microbotryum lychnidis-dioicae","Diaporthe helianthi",0.219212380426179,0,"1","fungi_fungi"
"372","Naematelia encephala","Diaporthe helianthi",0.0942853562609707,0.01,"1","fungi_fungi"
"373","Neurospora crassa","Diaporthe helianthi",0.160392245018388,0,"1","fungi_fungi"
"374","Neurospora tetrasperma","Diaporthe helianthi",0.107749546146008,0.02,"1","fungi_fungi"
"375","Pyrenophora tritici-repentis","Diaporthe helianthi",0.133786683119314,0,"1","fungi_fungi"
"376","Talaromyces amestolkiae","Diaporthe helianthi",0.232714269530914,0,"1","fungi_fungi"
"377","Diaporthe helianthi","Tolypocladium paradoxum",0.172004944894179,0,"1","fungi_fungi"
"378","s__Acetivibrio_thermocellus","Diaporthe helianthi",-0.203410000305971,0,"-1","Bacter_fungi"
"379","s__Bacillus_amyloliquefaciens","Diaporthe helianthi",-0.154334010652203,0.01,"-1","Bacter_fungi"
"380","s__Butyrivibrio_hungatei","Diaporthe helianthi",-0.168446144531408,0,"-1","Bacter_fungi"
"381","s__Clostridium_novyi","Diaporthe helianthi",-0.186451414764769,0,"-1","Bacter_fungi"
"382","s__Coprococcus_comes","Diaporthe helianthi",-0.159308765925315,0.01,"-1","Bacter_fungi"
"383","s__Coprococcus_eutactus","Diaporthe helianthi",-0.276385956031482,0,"-1","Bacter_fungi"
"384","s__Coprococcus_sp._ART55","Diaporthe helianthi",-0.22901658970013,0,"-1","Bacter_fungi"
"385","s__Dorea_longicatena","Diaporthe helianthi",-0.137681250126144,0.02,"-1","Bacter_fungi"
"386","s__Eubacterium_sp._MSJ-33","Diaporthe helianthi",-0.208553275089756,0,"-1","Bacter_fungi"
"387","s__Klebsiella_pneumoniae","Diaporthe helianthi",-0.208113196454675,0,"-1","Bacter_fungi"
"388","s__Lachnospira_eligens","Diaporthe helianthi",-0.216226419459984,0,"-1","Bacter_fungi"
"389","s__Ligilactobacillus_ruminis","Diaporthe helianthi",-0.130498419667466,0.01,"-1","Bacter_fungi"
"390","s__Mageeibacillus_indolicus","Diaporthe helianthi",-0.142063333590891,0,"-1","Bacter_fungi"
"391","s__Pseudobutyrivibrio_xylanivorans","Diaporthe helianthi",-0.248673749083277,0,"-1","Bacter_fungi"
"392","s__Ruminococcus_bicirculans","Diaporthe helianthi",-0.123405233019673,0.01,"-1","Bacter_fungi"
"393","s__Ruminococcus_champanellensis","Diaporthe helianthi",-0.161315359535853,0.01,"-1","Bacter_fungi"
"394","s__Vescimonas_coprocola","Diaporthe helianthi",-0.194282175139486,0,"-1","Bacter_fungi"
"395","s__[Ruminococcus]_torques","Diaporthe helianthi",-0.120039173970522,0.04,"-1","Bacter_fungi"
"396","Exophiala mesophila","Enterocytozoon bieneusi",0.128568923994779,0.02,"1","fungi_fungi"
"397","Exophiala sideris","Enterocytozoon bieneusi",0.104293521675304,0.02,"1","fungi_fungi"
"398","Fistulina hepatica","Enterocytozoon bieneusi",0.119986374053391,0.02,"1","fungi_fungi"
"399","Hanseniaspora guilliermondii","Enterocytozoon bieneusi",0.108125944458171,0.04,"1","fungi_fungi"
"400","Kwoniella mangrovensis","Enterocytozoon bieneusi",0.221403860375073,0,"1","fungi_fungi"
"401","Malassezia pachydermatis","Enterocytozoon bieneusi",0.15917558849217,0,"1","fungi_fungi"
"402","Microbotryum lychnidis-dioicae","Enterocytozoon bieneusi",0.24203012468245,0,"1","fungi_fungi"
"403","Naematelia encephala","Enterocytozoon bieneusi",0.174450189323553,0,"1","fungi_fungi"
"404","Neurospora tetrasperma","Enterocytozoon bieneusi",0.121444632111652,0.02,"1","fungi_fungi"
"405","Ogataea philodendri","Enterocytozoon bieneusi",0.220415159790065,0,"1","fungi_fungi"
"406","Penicillium antarcticum","Enterocytozoon bieneusi",0.200566165006908,0,"1","fungi_fungi"
"407","Polytolypa hystricis","Enterocytozoon bieneusi",0.117384483596365,0.01,"1","fungi_fungi"
"408","Pseudogymnoascus destructans","Enterocytozoon bieneusi",0.155826169878285,0.01,"1","fungi_fungi"
"409","Saccharomycodes ludwigii","Enterocytozoon bieneusi",0.11260478099109,0.04,"1","fungi_fungi"
"410","Stemphylium lycopersici","Enterocytozoon bieneusi",0.122847088885474,0.02,"1","fungi_fungi"
"411","Talaromyces amestolkiae","Enterocytozoon bieneusi",0.193466806183006,0,"1","fungi_fungi"
"412","Talaromyces marneffei","Enterocytozoon bieneusi",0.159534518738815,0.01,"1","fungi_fungi"
"413","Tolypocladium paradoxum","Enterocytozoon bieneusi",0.154149634631044,0.02,"1","fungi_fungi"
"414","Torulaspora globosa","Enterocytozoon bieneusi",0.15912962143351,0,"1","fungi_fungi"
"415","s__Acetivibrio_thermocellus","Enterocytozoon bieneusi",-0.124253216699975,0.04,"-1","Bacter_fungi"
"416","s__Adlercreutzia_equolifaciens","Enterocytozoon bieneusi",-0.165109483426428,0,"-1","Bacter_fungi"
"417","s__Adlercreutzia_hattorii","Enterocytozoon bieneusi",-0.233635614300385,0,"-1","Bacter_fungi"
"418","s__Bacillus_amyloliquefaciens","Enterocytozoon bieneusi",-0.274606949449971,0,"-1","Bacter_fungi"
"419","s__Blautia_pseudococcoides","Enterocytozoon bieneusi",0.335712668259198,0,"1","Bacter_fungi"
"420","s__Clostridium_novyi","Enterocytozoon bieneusi",-0.234536662509285,0,"-1","Bacter_fungi"
"421","s__Collinsella_aerofaciens","Enterocytozoon bieneusi",-0.283394502485951,0,"-1","Bacter_fungi"
"422","s__Coprococcus_comes","Enterocytozoon bieneusi",-0.1904439867203,0,"-1","Bacter_fungi"
"423","s__Coprococcus_eutactus","Enterocytozoon bieneusi",-0.14104947470465,0.03,"-1","Bacter_fungi"
"424","s__Coprococcus_sp._ART55","Enterocytozoon bieneusi",-0.192000197066967,0,"-1","Bacter_fungi"
"425","s__Edwardsiella_anguillarum","Enterocytozoon bieneusi",-0.21172438236627,0,"-1","Bacter_fungi"
"426","s__Eubacterium_sp._MSJ-33","Enterocytozoon bieneusi",-0.235694957714591,0,"-1","Bacter_fungi"
"427","s__Faecalibacillus_intestinalis","Enterocytozoon bieneusi",-0.211313727656589,0,"-1","Bacter_fungi"
"428","s__Faecalibacterium_duncaniae","Enterocytozoon bieneusi",-0.253748332065405,0,"-1","Bacter_fungi"
"429","s__Faecalibacterium_prausnitzii","Enterocytozoon bieneusi",-0.218502538479772,0,"-1","Bacter_fungi"
"430","s__Lachnospira_eligens","Enterocytozoon bieneusi",-0.18456498617498,0,"-1","Bacter_fungi"
"431","s__Lacrimispora_saccharolytica","Enterocytozoon bieneusi",0.191546073438521,0.02,"1","Bacter_fungi"
"432","s__Ligilactobacillus_ruminis","Enterocytozoon bieneusi",-0.134462475916567,0.01,"-1","Bacter_fungi"
"433","s__Mageeibacillus_indolicus","Enterocytozoon bieneusi",-0.171140907444704,0.01,"-1","Bacter_fungi"
"434","s__Olsenella_timonensis","Enterocytozoon bieneusi",-0.212009856461968,0,"-1","Bacter_fungi"
"435","s__Paenibacillus_larvae","Enterocytozoon bieneusi",-0.255156989593648,0,"-1","Bacter_fungi"
"436","s__Ruminococcus_champanellensis","Enterocytozoon bieneusi",-0.185562358037028,0.01,"-1","Bacter_fungi"
"437","s__Starkeya_novella","Enterocytozoon bieneusi",-0.220223948140395,0,"-1","Bacter_fungi"
"438","s__Vescimonas_coprocola","Enterocytozoon bieneusi",-0.237934221205768,0,"-1","Bacter_fungi"
"439","s__Vescimonas_fastidiosa","Enterocytozoon bieneusi",-0.160924792678578,0,"-1","Bacter_fungi"
"440","Hanseniaspora guilliermondii","Exophiala mesophila",0.0925380397363439,0.03,"1","fungi_fungi"
"441","Exophiala mesophila","Melampsora larici-populina",0.0760598369520756,0.02,"1","fungi_fungi"
"442","Naematelia encephala","Exophiala mesophila",0.0928598875698843,0.02,"1","fungi_fungi"
"443","Exophiala mesophila","Neurospora crassa",0.101484305653154,0.03,"1","fungi_fungi"
"444","Neurospora tetrasperma","Exophiala mesophila",0.101438689565377,0.01,"1","fungi_fungi"
"445","Exophiala mesophila","Ogataea philodendri",0.121356738939438,0,"1","fungi_fungi"
"446","Exophiala mesophila","Polytolypa hystricis",0.123370162746211,0,"1","fungi_fungi"
"447","Exophiala mesophila","Pseudogymnoascus sp. VKM F-4246",0.115959990788873,0.01,"1","fungi_fungi"
"448","Saccharomycodes ludwigii","Exophiala mesophila",0.144464065775822,0,"1","fungi_fungi"
"449","Talaromyces amestolkiae","Exophiala mesophila",0.0955911702999235,0.04,"1","fungi_fungi"
"450","Exophiala mesophila","Talaromyces marneffei",0.202661116145153,0,"1","fungi_fungi"
"451","s__Adlercreutzia_equolifaciens","Exophiala mesophila",-0.113371618708904,0.01,"-1","Bacter_fungi"
"452","s__Adlercreutzia_hattorii","Exophiala mesophila",-0.153120289358428,0,"-1","Bacter_fungi"
"453","s__Blautia_pseudococcoides","Exophiala mesophila",0.16257824633454,0.01,"1","Bacter_fungi"
"454","s__Coprococcus_sp._ART55","Exophiala mesophila",-0.162278345015346,0,"-1","Bacter_fungi"
"455","s__Eubacterium_sp._MSJ-33","Exophiala mesophila",-0.0985881368502742,0.03,"-1","Bacter_fungi"
"456","s__Faecalibacterium_prausnitzii","Exophiala mesophila",-0.138725716150995,0,"-1","Bacter_fungi"
"457","s__Lacrimispora_saccharolytica","Exophiala mesophila",0.151349945791908,0,"1","Bacter_fungi"
"458","s__Paenibacillus_larvae","Exophiala mesophila",-0.130464037949771,0.02,"-1","Bacter_fungi"
"459","s__Roseburia_hominis","Exophiala mesophila",-0.114087730347808,0.03,"-1","Bacter_fungi"
"460","s__Ruminococcus_albus","Exophiala mesophila",-0.117700963056241,0.01,"-1","Bacter_fungi"
"461","s__Ruminococcus_bicirculans","Exophiala mesophila",-0.144786524586624,0,"-1","Bacter_fungi"
"462","s__Ruminococcus_bovis","Exophiala mesophila",-0.135184826681332,0.01,"-1","Bacter_fungi"
"463","s__Ruminococcus_champanellensis","Exophiala mesophila",-0.141900269086285,0.02,"-1","Bacter_fungi"
"464","s__Vescimonas_coprocola","Exophiala mesophila",-0.197502867490134,0,"-1","Bacter_fungi"
"465","s__Vescimonas_fastidiosa","Exophiala mesophila",-0.190873701136523,0,"-1","Bacter_fungi"
"466","Exophiala sideris","Hypsizygus marmoreus",0.116514887054143,0,"1","fungi_fungi"
"467","Exophiala sideris","Kwoniella mangrovensis",0.133731279532319,0,"1","fungi_fungi"
"468","Naematelia encephala","Exophiala sideris",0.0948395007729489,0,"1","fungi_fungi"
"469","Exophiala sideris","Neurospora crassa",0.121282287301836,0,"1","fungi_fungi"
"470","Exophiala sideris","Polytolypa hystricis",0.0864285657445175,0.01,"1","fungi_fungi"
"471","Exophiala sideris","Pseudogymnoascus destructans",0.11073590639031,0.01,"1","fungi_fungi"
"472","Saccharomycodes ludwigii","Exophiala sideris",0.101703975002843,0.01,"1","fungi_fungi"
"473","Exophiala sideris","Sporothrix brasiliensis",0.0998040248566075,0.02,"1","fungi_fungi"
"474","s__Adlercreutzia_equolifaciens","Exophiala sideris",-0.0908597147129469,0.03,"-1","Bacter_fungi"
"475","s__Blautia_pseudococcoides","Exophiala sideris",0.126296387136994,0.01,"1","Bacter_fungi"
"476","s__Collinsella_aerofaciens","Exophiala sideris",-0.172540393728477,0,"-1","Bacter_fungi"
"477","s__Coprococcus_comes","Exophiala sideris",-0.123978332590612,0.02,"-1","Bacter_fungi"
"478","s__Olsenella_timonensis","Exophiala sideris",-0.125771584046706,0.02,"-1","Bacter_fungi"
"479","s__Starkeya_novella","Exophiala sideris",-0.107867226059555,0,"-1","Bacter_fungi"
"480","s__Vescimonas_fastidiosa","Exophiala sideris",-0.142381462225612,0,"-1","Bacter_fungi"
"481","Fistulina hepatica","Fusarium oxysporum",0.0952828184774781,0.03,"1","fungi_fungi"
"482","Hanseniaspora guilliermondii","Fistulina hepatica",0.0847027726811395,0.02,"1","fungi_fungi"
"483","Fistulina hepatica","Kwoniella mangrovensis",0.162956710285138,0,"1","fungi_fungi"
"484","Fistulina hepatica","Leucoagaricus sp. SymC.cos",0.116738485353179,0,"1","fungi_fungi"
"485","Fistulina hepatica","Macroventuria anomochaeta",0.0974545445820817,0.03,"1","fungi_fungi"
"486","Fistulina hepatica","Microbotryum lychnidis-dioicae",0.167212896350438,0,"1","fungi_fungi"
"487","Fistulina hepatica","Neolecta irregularis",0.127620667016527,0.01,"1","fungi_fungi"
"488","Fistulina hepatica","Penicillium antarcticum",0.091737692658913,0.01,"1","fungi_fungi"
"489","Fistulina hepatica","Pseudogymnoascus destructans",0.13166147867764,0.01,"1","fungi_fungi"
"490","Fistulina hepatica","Pyrenophora tritici-repentis",0.170132611565455,0,"1","fungi_fungi"
"491","Fistulina hepatica","Stachybotrys chartarum",0.102980828299857,0.01,"1","fungi_fungi"
"492","Fistulina hepatica","Talaromyces marneffei",0.133224619030489,0,"1","fungi_fungi"
"493","Fistulina hepatica","Tolypocladium paradoxum",0.132102261310838,0.01,"1","fungi_fungi"
"494","s__Acetivibrio_thermocellus","Fistulina hepatica",-0.204973565284234,0,"-1","Bacter_fungi"
"495","s__Adlercreutzia_hattorii","Fistulina hepatica",-0.10193794805246,0.03,"-1","Bacter_fungi"
"496","s__Anaerostipes_hadrus","Fistulina hepatica",-0.142890677822154,0.02,"-1","Bacter_fungi"
"497","s__Bacillus_amyloliquefaciens","Fistulina hepatica",-0.0915228772851265,0.02,"-1","Bacter_fungi"
"498","s__Bifidobacterium_adolescentis","Fistulina hepatica",-0.133161241968249,0,"-1","Bacter_fungi"
"499","s__Blautia_pseudococcoides","Fistulina hepatica",-0.126609744384552,0.02,"-1","Bacter_fungi"
"500","s__Butyrivibrio_hungatei","Fistulina hepatica",-0.1221117852409,0.01,"-1","Bacter_fungi"
"501","s__Clostridium_novyi","Fistulina hepatica",-0.12407527850353,0.02,"-1","Bacter_fungi"
"502","s__Collinsella_aerofaciens","Fistulina hepatica",-0.0961680423861451,0.02,"-1","Bacter_fungi"
"503","s__Coprococcus_comes","Fistulina hepatica",-0.0905031559353437,0.04,"-1","Bacter_fungi"
"504","s__Coprococcus_eutactus","Fistulina hepatica",-0.186933954650394,0,"-1","Bacter_fungi"
"505","s__Coprococcus_sp._ART55","Fistulina hepatica",-0.181967787022701,0,"-1","Bacter_fungi"
"506","s__Lacrimispora_saccharolytica","Fistulina hepatica",-0.148056015591105,0.01,"-1","Bacter_fungi"
"507","s__Mageeibacillus_indolicus","Fistulina hepatica",-0.130605836711707,0.01,"-1","Bacter_fungi"
"508","s__Olsenella_timonensis","Fistulina hepatica",-0.142530907812869,0,"-1","Bacter_fungi"
"509","s__Paenibacillus_larvae","Fistulina hepatica",-0.139416835409657,0.01,"-1","Bacter_fungi"
"510","s__Pseudobutyrivibrio_xylanivorans","Fistulina hepatica",-0.163981032348209,0.01,"-1","Bacter_fungi"
"511","s__Roseburia_hominis","Fistulina hepatica",-0.107989379499044,0.04,"-1","Bacter_fungi"
"512","s__Ruminococcus_albus","Fistulina hepatica",-0.166105151981929,0,"-1","Bacter_fungi"
"513","s__Ruminococcus_bicirculans","Fistulina hepatica",-0.0876753374401554,0.03,"-1","Bacter_fungi"
"514","s__Ruminococcus_champanellensis","Fistulina hepatica",-0.14565750283123,0.01,"-1","Bacter_fungi"
"515","s__[Ruminococcus]_torques","Fistulina hepatica",-0.166552642902452,0,"-1","Bacter_fungi"
"516","Hanseniaspora guilliermondii","Fusarium oxysporum",0.126109840234881,0,"1","fungi_fungi"
"517","Kwoniella mangrovensis","Fusarium oxysporum",0.103237360585405,0.02,"1","fungi_fungi"
"518","Leucoagaricus sp. SymC.cos","Fusarium oxysporum",0.089114233216028,0.02,"1","fungi_fungi"
"519","Microbotryum lychnidis-dioicae","Fusarium oxysporum",0.111096719911104,0.02,"1","fungi_fungi"
"520","Nematocida displodere","Fusarium oxysporum",0.0992754118603227,0.01,"1","fungi_fungi"
"521","Neurospora tetrasperma","Fusarium oxysporum",0.117225978793716,0,"1","fungi_fungi"
"522","Fusarium oxysporum","Ogataea philodendri",0.160096193880818,0,"1","fungi_fungi"
"523","Fusarium oxysporum","Pseudogymnoascus destructans",0.121918647982625,0,"1","fungi_fungi"
"524","Pyrenophora tritici-repentis","Fusarium oxysporum",0.154643000234013,0,"1","fungi_fungi"
"525","Saccharomycodes ludwigii","Fusarium oxysporum",0.104657623521573,0.02,"1","fungi_fungi"
"526","Stemphylium lycopersici","Fusarium oxysporum",0.0980532038015745,0.01,"1","fungi_fungi"
"527","Talaromyces marneffei","Fusarium oxysporum",0.136695695677037,0.01,"1","fungi_fungi"
