"","Var1","Var2","cor","p","direction","new_column"
"265","Talaromyces marneffei","Dacryopinax primogenitus",0.218963163138765,0,"1","fungi_fungi"
"266","s__Acetivibrio_thermocellus","Dacryopinax primogenitus",-0.147603384052986,0,"-1","Bacter_fungi"
"267","s__Adlercreutzia_equolifaciens","Dacryopinax primogenitus",-0.0975925891549665,0.01,"-1","Bacter_fungi"
"268","s__Bacillus_amyloliquefaciens","Dacryopinax primogenitus",-0.125234410444498,0,"-1","Bacter_fungi"
"269","s__Butyrivibrio_hungatei","Dacryopinax primogenitus",0.122000575713072,0,"1","Bacter_fungi"
"270","s__Coprococcus_comes","Dacryopinax primogenitus",-0.15423576929401,0,"-1","Bacter_fungi"
"271","s__Edwardsiella_anguillarum","Dacryopinax primogenitus",-0.121231106147038,0,"-1","Bacter_fungi"
"272","s__Eubacterium_sp._MSJ-33","Dacryopinax primogenitus",-0.152825558145258,0,"-1","Bacter_fungi"
"273","s__Paenibacillus_larvae","Dacryopinax primogenitus",-0.223538976852249,0,"-1","Bacter_fungi"
"274","s__Pseudobutyrivibrio_xylanivorans","Dacryopinax primogenitus",0.158966199201582,0,"1","Bacter_fungi"
"275","s__Ruminococcus_albus","Dacryopinax primogenitus",-0.103203380949433,0.02,"-1","Bacter_fungi"
"276","s__Ruminococcus_champanellensis","Dacryopinax primogenitus",-0.194634528958828,0,"-1","Bacter_fungi"
"277","s__Starkeya_novella","Dacryopinax primogenitus",-0.126865644319593,0.01,"-1","Bacter_fungi"
"278","s__Vescimonas_coprocola","Dacryopinax primogenitus",-0.129957866552795,0,"-1","Bacter_fungi"
"279","s__Vescimonas_fastidiosa","Dacryopinax primogenitus",-0.247267205556174,0,"-1","Bacter_fungi"
"280","Hanseniaspora guilliermondii","Debaryomyces hansenii",0.116282988462566,0,"1","fungi_fungi"
"281","Hypoxylon sp. CO27-5","Debaryomyces hansenii",0.0959830792994681,0,"1","fungi_fungi"
"282","Naematelia encephala","Debaryomyces hansenii",0.0893204179056093,0.03,"1","fungi_fungi"
"283","Neurospora crassa","Debaryomyces hansenii",-0.0923223430086474,0.03,"-1","fungi_fungi"
"284","Saccharomycodes ludwigii","Debaryomyces hansenii",0.102595824052782,0.01,"1","fungi_fungi"
"285","Stemphylium lycopersici","Debaryomyces hansenii",0.0880781922922298,0.04,"1","fungi_fungi"
"286","s__Lachnospira_eligens","Debaryomyces hansenii",0.107842920505394,0.02,"1","Bacter_fungi"
"287","s__Lacrimispora_saccharolytica","Debaryomyces hansenii",-0.115248072485267,0,"-1","Bacter_fungi"
"288","Fusarium oxysporum","Diaporthe batatas",0.147807402834167,0,"1","fungi_fungi"
"289","Diaporthe batatas","Fusarium venenatum",0.0989192862321068,0.01,"1","fungi_fungi"
"290","Hypoxylon sp. CO27-5","Diaporthe batatas",0.124733404330474,0,"1","fungi_fungi"
"291","Kwoniella mangrovensis","Diaporthe batatas",0.0784859536549445,0.03,"1","fungi_fungi"
"292","Malassezia pachydermatis","Diaporthe batatas",0.115526776940553,0,"1","fungi_fungi"
"293","Nematocida displodere","Diaporthe batatas",0.0942628104609115,0.02,"1","fungi_fungi"
"294","Penicillium antarcticum","Diaporthe batatas",-0.0843655972887533,0.02,"-1","fungi_fungi"
"295","Diaporthe batatas","Pseudogymnoascus destructans",0.0896536286990729,0.02,"1","fungi_fungi"
"296","Diaporthe batatas","Sporothrix brasiliensis",0.128563191439021,0,"1","fungi_fungi"
"297","Diaporthe batatas","Stachybotrys chartarum",0.0978840748393117,0.03,"1","fungi_fungi"
"298","Talaromyces marneffei","Diaporthe batatas",-0.129335796162146,0,"-1","fungi_fungi"
"299","Diaporthe batatas","Tolypocladium paradoxum",0.147501147864511,0,"1","fungi_fungi"
"300","s__Anaerostipes_hadrus","Diaporthe batatas",-0.175905523705464,0,"-1","Bacter_fungi"
"301","s__Bifidobacterium_adolescentis","Diaporthe batatas",-0.117077028880415,0.01,"-1","Bacter_fungi"
"302","s__Butyrivibrio_hungatei","Diaporthe batatas",-0.255664369792718,0,"-1","Bacter_fungi"
"303","s__Clostridium_novyi","Diaporthe batatas",-0.135156507720274,0,"-1","Bacter_fungi"
"304","s__Coprococcus_comes","Diaporthe batatas",-0.145614240188304,0,"-1","Bacter_fungi"
"305","s__Coprococcus_eutactus","Diaporthe batatas",-0.222292176768388,0,"-1","Bacter_fungi"
"306","s__Coprococcus_sp._ART55","Diaporthe batatas",-0.121125503284932,0.02,"-1","Bacter_fungi"
"307","s__Dorea_longicatena","Diaporthe batatas",-0.130167780262523,0,"-1","Bacter_fungi"
"308","s__Eubacterium_sp._MSJ-33","Diaporthe batatas",-0.143882325087295,0,"-1","Bacter_fungi"
"309","s__Faecalibacterium_duncaniae","Diaporthe batatas",0.122108932449903,0,"1","Bacter_fungi"
"310","s__Lachnospira_eligens","Diaporthe batatas",-0.0896785600088951,0.04,"-1","Bacter_fungi"
"311","s__Mageeibacillus_indolicus","Diaporthe batatas",-0.221837865882558,0,"-1","Bacter_fungi"
"312","s__Pseudobutyrivibrio_xylanivorans","Diaporthe batatas",-0.305795802891304,0,"-1","Bacter_fungi"
"313","s__Roseburia_hominis","Diaporthe batatas",-0.194396961143951,0,"-1","Bacter_fungi"
"314","s__Starkeya_novella","Diaporthe batatas",0.103490355458043,0.04,"1","Bacter_fungi"
"315","s__[Ruminococcus]_torques","Diaporthe batatas",-0.157545561734031,0,"-1","Bacter_fungi"
"316","Diaporthe helianthi","Enterocytozoon bieneusi",0.220689615682815,0,"1","fungi_fungi"
"317","Exophiala mesophila","Diaporthe helianthi",0.102340537684856,0.01,"1","fungi_fungi"
"318","Fistulina hepatica","Diaporthe helianthi",0.170076177079582,0,"1","fungi_fungi"
"319","Fusarium oxysporum","Diaporthe helianthi",0.10122095903005,0.02,"1","fungi_fungi"
"320","Diaporthe helianthi","Kalmanozyma brasiliensis",0.120771898471119,0.01,"1","fungi_fungi"
"321","Kwoniella mangrovensis","Diaporthe helianthi",0.132704063848012,0,"1","fungi_fungi"
"322","Microbotryum lychnidis-dioicae","Diaporthe helianthi",0.286220209454228,0,"1","fungi_fungi"
"323","Neurospora tetrasperma","Diaporthe helianthi",0.0790871964596827,0.03,"1","fungi_fungi"
"324","Pyrenophora tritici-repentis","Diaporthe helianthi",0.142653174631313,0,"1","fungi_fungi"
"325","Talaromyces amestolkiae","Diaporthe helianthi",0.166001188266177,0,"1","fungi_fungi"
"326","Talaromyces marneffei","Diaporthe helianthi",0.0886227863532921,0.04,"1","fungi_fungi"
"327","Diaporthe helianthi","Tolypocladium paradoxum",0.169246208359717,0,"1","fungi_fungi"
"328","Torulaspora globosa","Diaporthe helianthi",0.108780965368329,0.02,"1","fungi_fungi"
"329","Verticillium longisporum","Diaporthe helianthi",0.0966410352513587,0,"1","fungi_fungi"
"330","s__Acetivibrio_thermocellus","Diaporthe helianthi",-0.214001833227186,0,"-1","Bacter_fungi"
"331","s__Bifidobacterium_adolescentis","Diaporthe helianthi",0.115003744052556,0.01,"1","Bacter_fungi"
"332","s__Butyrivibrio_hungatei","Diaporthe helianthi",-0.109492045801559,0.01,"-1","Bacter_fungi"
"333","s__Clostridium_novyi","Diaporthe helianthi",-0.145319727771387,0,"-1","Bacter_fungi"
"334","s__Coprococcus_comes","Diaporthe helianthi",-0.112939865371333,0.02,"-1","Bacter_fungi"
"335","s__Coprococcus_eutactus","Diaporthe helianthi",-0.138673366403983,0,"-1","Bacter_fungi"
"336","s__Coprococcus_sp._ART55","Diaporthe helianthi",-0.156203214126666,0,"-1","Bacter_fungi"
"337","s__Eubacterium_sp._MSJ-33","Diaporthe helianthi",-0.158817028369393,0,"-1","Bacter_fungi"
"338","s__Eubacterium_sp._c-25","Diaporthe helianthi",0.116105614485898,0.02,"1","Bacter_fungi"
"339","s__Faecalibacterium_prausnitzii","Diaporthe helianthi",0.101938389645164,0.03,"1","Bacter_fungi"
"340","s__Lachnospira_eligens","Diaporthe helianthi",-0.166979977863129,0,"-1","Bacter_fungi"
"341","s__Mageeibacillus_indolicus","Diaporthe helianthi",-0.0942390235599648,0.04,"-1","Bacter_fungi"
"342","s__Paenibacillus_larvae","Diaporthe helianthi",-0.182273231329219,0,"-1","Bacter_fungi"
"343","s__Ruminococcus_albus","Diaporthe helianthi",-0.110786364428952,0.01,"-1","Bacter_fungi"
"344","s__Ruminococcus_champanellensis","Diaporthe helianthi",-0.225012515501399,0,"-1","Bacter_fungi"
"345","s__Vescimonas_coprocola","Diaporthe helianthi",-0.204546345192018,0,"-1","Bacter_fungi"
"346","s__Vescimonas_fastidiosa","Diaporthe helianthi",-0.218035296894363,0,"-1","Bacter_fungi"
"347","s__[Ruminococcus]_torques","Diaporthe helianthi",-0.0842112421415964,0.04,"-1","Bacter_fungi"
"348","Exophiala mesophila","Enterocytozoon bieneusi",0.18374526956239,0,"1","fungi_fungi"
"349","Exophiala sideris","Enterocytozoon bieneusi",0.152332105438622,0.01,"1","fungi_fungi"
"350","Hanseniaspora guilliermondii","Enterocytozoon bieneusi",0.0910985245834075,0.02,"1","fungi_fungi"
"351","Kalmanozyma brasiliensis","Enterocytozoon bieneusi",0.146314884380442,0,"1","fungi_fungi"
"352","Kwoniella mangrovensis","Enterocytozoon bieneusi",0.19755379175347,0,"1","fungi_fungi"
"353","Macroventuria anomochaeta","Enterocytozoon bieneusi",0.104855157462909,0.02,"1","fungi_fungi"
"354","Malassezia pachydermatis","Enterocytozoon bieneusi",0.172995284505704,0,"1","fungi_fungi"
"355","Microbotryum lychnidis-dioicae","Enterocytozoon bieneusi",0.127071701690711,0,"1","fungi_fungi"
"356","Naematelia encephala","Enterocytozoon bieneusi",0.10127694340943,0.01,"1","fungi_fungi"
"357","Nematocida displodere","Enterocytozoon bieneusi",0.118267552581468,0.01,"1","fungi_fungi"
"358","Ogataea philodendri","Enterocytozoon bieneusi",0.248982323583941,0,"1","fungi_fungi"
"359","Penicillium antarcticum","Enterocytozoon bieneusi",0.175840855367914,0,"1","fungi_fungi"
"360","Polytolypa hystricis","Enterocytozoon bieneusi",0.211565512527332,0,"1","fungi_fungi"
"361","Pseudogymnoascus sp. VKM F-4246","Enterocytozoon bieneusi",0.0911992894268438,0.04,"1","fungi_fungi"
"362","Saccharomycodes ludwigii","Enterocytozoon bieneusi",0.144556903315158,0,"1","fungi_fungi"
"363","Stachybotrys chartarum","Enterocytozoon bieneusi",-0.135283376669954,0,"-1","fungi_fungi"
"364","Stemphylium lycopersici","Enterocytozoon bieneusi",0.0905430369475073,0.02,"1","fungi_fungi"
"365","Talaromyces amestolkiae","Enterocytozoon bieneusi",0.250271093514564,0,"1","fungi_fungi"
"366","Talaromyces marneffei","Enterocytozoon bieneusi",0.205291336921557,0,"1","fungi_fungi"
"367","Tolypocladium capitatum","Enterocytozoon bieneusi",-0.104845710171673,0.01,"-1","fungi_fungi"
"368","Torulaspora globosa","Enterocytozoon bieneusi",0.250612511737651,0,"1","fungi_fungi"
"369","s__Acetivibrio_thermocellus","Enterocytozoon bieneusi",-0.217231676856484,0,"-1","Bacter_fungi"
"370","s__Adlercreutzia_equolifaciens","Enterocytozoon bieneusi",-0.184210490597049,0,"-1","Bacter_fungi"
"371","s__Adlercreutzia_hattorii","Enterocytozoon bieneusi",-0.190119189003702,0,"-1","Bacter_fungi"
"372","s__Anaerostipes_hadrus","Enterocytozoon bieneusi",0.317216977528983,0,"1","Bacter_fungi"
"373","s__Bacillus_amyloliquefaciens","Enterocytozoon bieneusi",-0.192660259881216,0,"-1","Bacter_fungi"
"374","s__Bifidobacterium_adolescentis","Enterocytozoon bieneusi",-0.195276951668196,0,"-1","Bacter_fungi"
"375","s__Blautia_pseudococcoides","Enterocytozoon bieneusi",0.470768503226485,0,"1","Bacter_fungi"
"376","s__Butyrivibrio_hungatei","Enterocytozoon bieneusi",0.266179496152686,0,"1","Bacter_fungi"
"377","s__Collinsella_aerofaciens","Enterocytozoon bieneusi",-0.224288360389802,0,"-1","Bacter_fungi"
"378","s__Coprococcus_comes","Enterocytozoon bieneusi",-0.132400103202222,0,"-1","Bacter_fungi"
"379","s__Coprococcus_sp._ART55","Enterocytozoon bieneusi",-0.112431337178721,0.03,"-1","Bacter_fungi"
"380","s__Edwardsiella_anguillarum","Enterocytozoon bieneusi",-0.255900815336549,0,"-1","Bacter_fungi"
"381","s__Eubacterium_sp._MSJ-33","Enterocytozoon bieneusi",-0.169806827037598,0,"-1","Bacter_fungi"
"382","s__Eubacterium_sp._c-25","Enterocytozoon bieneusi",0.276293707083268,0,"1","Bacter_fungi"
"383","s__Faecalibacillus_intestinalis","Enterocytozoon bieneusi",-0.172899800499082,0,"-1","Bacter_fungi"
"384","s__Faecalibacterium_duncaniae","Enterocytozoon bieneusi",-0.214523843077142,0,"-1","Bacter_fungi"
"385","s__Faecalibacterium_prausnitzii","Enterocytozoon bieneusi",-0.133290001491249,0.01,"-1","Bacter_fungi"
"386","s__Lachnoclostridium_phocaeense","Enterocytozoon bieneusi",0.313612380593652,0,"1","Bacter_fungi"
"387","s__Lacrimispora_saccharolytica","Enterocytozoon bieneusi",0.189965220676089,0,"1","Bacter_fungi"
"388","s__Mageeibacillus_indolicus","Enterocytozoon bieneusi",-0.11460566809114,0.03,"-1","Bacter_fungi"
"389","s__Odoribacter_splanchnicus","Enterocytozoon bieneusi",-0.16436243641102,0,"-1","Bacter_fungi"
"390","s__Olsenella_timonensis","Enterocytozoon bieneusi",-0.301458319880402,0,"-1","Bacter_fungi"
"391","s__Paenibacillus_larvae","Enterocytozoon bieneusi",-0.316899099355665,0,"-1","Bacter_fungi"
"392","s__Pseudobutyrivibrio_xylanivorans","Enterocytozoon bieneusi",0.225830029318348,0,"1","Bacter_fungi"
"393","s__Roseburia_hominis","Enterocytozoon bieneusi",0.186882032137385,0,"1","Bacter_fungi"
"394","s__Ruminococcus_champanellensis","Enterocytozoon bieneusi",-0.307500576148227,0,"-1","Bacter_fungi"
"395","s__Starkeya_novella","Enterocytozoon bieneusi",-0.275705655074191,0,"-1","Bacter_fungi"
"396","s__Vescimonas_coprocola","Enterocytozoon bieneusi",-0.263319886604388,0,"-1","Bacter_fungi"
"397","s__Vescimonas_fastidiosa","Enterocytozoon bieneusi",-0.362030031757117,0,"-1","Bacter_fungi"
"398","s__[Ruminococcus]_torques","Enterocytozoon bieneusi",0.122149638027317,0.01,"1","Bacter_fungi"
"399","Exophiala mesophila","Hypoxylon sp. CO27-5",0.0693566104070436,0.04,"1","fungi_fungi"
"400","Exophiala mesophila","Kalmanozyma brasiliensis",0.0771205899128249,0.04,"1","fungi_fungi"
"401","Exophiala mesophila","Malassezia pachydermatis",0.100948066619103,0,"1","fungi_fungi"
"402","Exophiala mesophila","Melampsora larici-populina",0.137670192668454,0,"1","fungi_fungi"
"403","Exophiala mesophila","Microbotryum lychnidis-dioicae",0.0742494471039817,0.03,"1","fungi_fungi"
"404","Naematelia encephala","Exophiala mesophila",0.135444442517928,0,"1","fungi_fungi"
"405","Exophiala mesophila","Neurospora crassa",-0.108254991820214,0.01,"-1","fungi_fungi"
"406","Neurospora tetrasperma","Exophiala mesophila",0.0736660312339441,0.03,"1","fungi_fungi"
"407","Exophiala mesophila","Ogataea philodendri",0.0927394613317014,0.02,"1","fungi_fungi"
"408","Exophiala mesophila","Pseudogymnoascus sp. VKM F-4246",0.11829204598044,0,"1","fungi_fungi"
"409","Exophiala mesophila","Talaromyces marneffei",0.164479881825192,0,"1","fungi_fungi"
"410","s__Acetivibrio_thermocellus","Exophiala mesophila",-0.234257295148077,0,"-1","Bacter_fungi"
"411","s__Blautia_pseudococcoides","Exophiala mesophila",0.11124456089242,0,"1","Bacter_fungi"
"412","s__Butyrivibrio_hungatei","Exophiala mesophila",0.0894789936772195,0.03,"1","Bacter_fungi"
"413","s__Coprococcus_sp._ART55","Exophiala mesophila",-0.101156992314601,0.02,"-1","Bacter_fungi"
"414","s__Edwardsiella_anguillarum","Exophiala mesophila",-0.124951855261358,0,"-1","Bacter_fungi"
"415","s__Olsenella_timonensis","Exophiala mesophila",-0.0827693670914901,0.03,"-1","Bacter_fungi"
"416","s__Paenibacillus_larvae","Exophiala mesophila",-0.183335033563842,0,"-1","Bacter_fungi"
"417","s__Pseudobutyrivibrio_xylanivorans","Exophiala mesophila",0.0948508564222718,0.02,"1","Bacter_fungi"
"418","s__Ruminococcus_albus","Exophiala mesophila",-0.109791105877249,0.01,"-1","Bacter_fungi"
"419","s__Ruminococcus_champanellensis","Exophiala mesophila",-0.197385920168723,0,"-1","Bacter_fungi"
"420","s__Starkeya_novella","Exophiala mesophila",-0.164575818651756,0,"-1","Bacter_fungi"
"421","s__Vescimonas_coprocola","Exophiala mesophila",-0.175623772415365,0,"-1","Bacter_fungi"
"422","s__Vescimonas_fastidiosa","Exophiala mesophila",-0.247143294696423,0,"-1","Bacter_fungi"
"423","Exophiala sideris","Macroventuria anomochaeta",0.08268604942858,0.02,"1","fungi_fungi"
"424","Exophiala sideris","Ogataea philodendri",0.0995252210282616,0,"1","fungi_fungi"
"425","Exophiala sideris","Penicillium antarcticum",0.0949356648748251,0.03,"1","fungi_fungi"
"426","Exophiala sideris","Pseudogymnoascus destructans",0.102386847032446,0.01,"1","fungi_fungi"
"427","Exophiala sideris","Sporothrix brasiliensis",0.114034454417155,0,"1","fungi_fungi"
"428","Exophiala sideris","Talaromyces amestolkiae",0.102496480401877,0,"1","fungi_fungi"
"429","s__Adlercreutzia_equolifaciens","Exophiala sideris",-0.0956434725629154,0.02,"-1","Bacter_fungi"
"430","s__Adlercreutzia_hattorii","Exophiala sideris",-0.103662439577801,0,"-1","Bacter_fungi"
"431","s__Collinsella_aerofaciens","Exophiala sideris",-0.112754296078607,0,"-1","Bacter_fungi"
"432","s__Coprococcus_comes","Exophiala sideris",-0.114782426288197,0.01,"-1","Bacter_fungi"
"433","s__Coprococcus_eutactus","Exophiala sideris",-0.0862893415165207,0.04,"-1","Bacter_fungi"
"434","s__Coprococcus_sp._ART55","Exophiala sideris",-0.14342000795474,0,"-1","Bacter_fungi"
"435","s__Eubacterium_sp._MSJ-33","Exophiala sideris",-0.155479491992507,0,"-1","Bacter_fungi"
"436","s__Eubacterium_sp._c-25","Exophiala sideris",0.123403361299459,0,"1","Bacter_fungi"
"437","s__Faecalibacterium_prausnitzii","Exophiala sideris",-0.161864009507405,0,"-1","Bacter_fungi"
"438","s__Lachnoclostridium_phocaeense","Exophiala sideris",0.151981569604025,0,"1","Bacter_fungi"
"439","s__Lachnospira_eligens","Exophiala sideris",-0.0922210187123359,0.02,"-1","Bacter_fungi"
"440","s__Lacrimispora_saccharolytica","Exophiala sideris",0.102165976565542,0.01,"1","Bacter_fungi"
"441","s__Ligilactobacillus_ruminis","Exophiala sideris",-0.115913910889606,0,"-1","Bacter_fungi"
"442","s__Pseudobutyrivibrio_xylanivorans","Exophiala sideris",-0.106618457389635,0.01,"-1","Bacter_fungi"
"443","Fistulina hepatica","Fusarium oxysporum",0.121550589339138,0,"1","fungi_fungi"
"444","Fistulina hepatica","Kwoniella mangrovensis",0.179155954388558,0,"1","fungi_fungi"
"445","Fistulina hepatica","Microbotryum lychnidis-dioicae",0.125735569086205,0,"1","fungi_fungi"
"446","Fistulina hepatica","Pyrenophora tritici-repentis",0.133521169580488,0,"1","fungi_fungi"
"447","Fistulina hepatica","Talaromyces amestolkiae",0.114820836280823,0,"1","fungi_fungi"
"448","Fistulina hepatica","Talaromyces marneffei",0.106556787671119,0.01,"1","fungi_fungi"
"449","Fistulina hepatica","Tolypocladium paradoxum",0.0851729729877518,0.01,"1","fungi_fungi"
"450","Verticillium longisporum","Fistulina hepatica",0.130170933047346,0,"1","fungi_fungi"
"451","s__Acetivibrio_thermocellus","Fistulina hepatica",-0.150778124625138,0,"-1","Bacter_fungi"
"452","s__Bacillus_amyloliquefaciens","Fistulina hepatica",-0.14389432486907,0,"-1","Bacter_fungi"
"453","s__Faecalibacterium_prausnitzii","Fistulina hepatica",0.158326554692027,0,"1","Bacter_fungi"
"454","s__Lachnoclostridium_phocaeense","Fistulina hepatica",-0.0872380409712495,0.03,"-1","Bacter_fungi"
"455","s__Paenibacillus_larvae","Fistulina hepatica",-0.135192538178506,0,"-1","Bacter_fungi"
"456","s__Ruminococcus_albus","Fistulina hepatica",-0.134195988830311,0,"-1","Bacter_fungi"
"457","s__Ruminococcus_champanellensis","Fistulina hepatica",-0.137402466473796,0,"-1","Bacter_fungi"
"458","s__Vescimonas_fastidiosa","Fistulina hepatica",-0.100855846006924,0.02,"-1","Bacter_fungi"
"459","Fusarium oxysporum","Macroventuria anomochaeta",0.127523911924714,0,"1","fungi_fungi"
"460","Fusarium oxysporum","Malassezia pachydermatis",0.108940178292802,0.01,"1","fungi_fungi"
"461","Microbotryum lychnidis-dioicae","Fusarium oxysporum",0.101847745535222,0.02,"1","fungi_fungi"
"462","Nematocida displodere","Fusarium oxysporum",0.0698562051469792,0.04,"1","fungi_fungi"
"463","Fusarium oxysporum","Pseudogymnoascus destructans",0.0881515071552646,0.03,"1","fungi_fungi"
"464","Fusarium oxysporum","Sporothrix brasiliensis",0.0824526457539047,0,"1","fungi_fungi"
"465","Fusarium oxysporum","Tolypocladium paradoxum",0.127887806239312,0,"1","fungi_fungi"
"466","s__Anaerostipes_hadrus","Fusarium oxysporum",-0.106129132395354,0.02,"-1","Bacter_fungi"
"467","s__Bifidobacterium_adolescentis","Fusarium oxysporum",-0.139727668360204,0,"-1","Bacter_fungi"
"468","s__Blautia_pseudococcoides","Fusarium oxysporum",-0.162574020791476,0,"-1","Bacter_fungi"
"469","s__Butyrivibrio_hungatei","Fusarium oxysporum",-0.262792340128576,0,"-1","Bacter_fungi"
"470","s__Clostridium_novyi","Fusarium oxysporum",-0.124347440511793,0,"-1","Bacter_fungi"
"471","s__Coprococcus_eutactus","Fusarium oxysporum",-0.151699893441975,0,"-1","Bacter_fungi"
"472","s__Coprococcus_sp._ART55","Fusarium oxysporum",-0.101176085265104,0.04,"-1","Bacter_fungi"
"473","s__Dorea_longicatena","Fusarium oxysporum",-0.111586123303717,0,"-1","Bacter_fungi"
"474","s__Edwardsiella_anguillarum","Fusarium oxysporum",0.089694626004646,0.03,"1","Bacter_fungi"
"475","s__Eubacterium_sp._MSJ-33","Fusarium oxysporum",-0.104043368238775,0.03,"-1","Bacter_fungi"
"476","s__Faecalibacterium_duncaniae","Fusarium oxysporum",0.159828225811955,0,"1","Bacter_fungi"
"477","s__Lachnospira_eligens","Fusarium oxysporum",-0.115035421483487,0,"-1","Bacter_fungi"
"478","s__Ligilactobacillus_ruminis","Fusarium oxysporum",-0.11482153848294,0.01,"-1","Bacter_fungi"
"479","s__Mageeibacillus_indolicus","Fusarium oxysporum",-0.0979360469153396,0.03,"-1","Bacter_fungi"
"480","s__Odoribacter_splanchnicus","Fusarium oxysporum",0.146424488126716,0,"1","Bacter_fungi"
"481","s__Paenibacillus_larvae","Fusarium oxysporum",-0.140545536181911,0,"-1","Bacter_fungi"
"482","s__Pseudobutyrivibrio_xylanivorans","Fusarium oxysporum",-0.25746247390152,0,"-1","Bacter_fungi"
"483","s__Roseburia_hominis","Fusarium oxysporum",-0.125158387532809,0,"-1","Bacter_fungi"
"484","s__Ruminococcus_albus","Fusarium oxysporum",-0.139766408652174,0,"-1","Bacter_fungi"
"485","s__Vescimonas_fastidiosa","Fusarium oxysporum",0.0911393729943915,0.04,"1","Bacter_fungi"
"486","Kalmanozyma brasiliensis","Fusarium venenatum",-0.0994853907678463,0.03,"-1","fungi_fungi"
"487","Polytolypa hystricis","Fusarium venenatum",-0.0886701805704545,0.02,"-1","fungi_fungi"
"488","s__Collinsella_aerofaciens","Fusarium venenatum",0.141569241842459,0,"1","Bacter_fungi"
"489","s__Coprococcus_eutactus","Fusarium venenatum",-0.137942385703301,0,"-1","Bacter_fungi"
"490","s__Faecalibacterium_prausnitzii","Fusarium venenatum",-0.114584973417064,0.04,"-1","Bacter_fungi"
"491","s__Lachnospira_eligens","Fusarium venenatum",-0.180910237196301,0,"-1","Bacter_fungi"
"492","s__Odoribacter_splanchnicus","Fusarium venenatum",-0.11763262104921,0,"-1","Bacter_fungi"
"493","s__Ruminococcus_albus","Fusarium venenatum",0.111074686351785,0.01,"1","Bacter_fungi"
"494","Hanseniaspora guilliermondii","Melampsora larici-populina",0.0969623351842501,0,"1","fungi_fungi"
"495","Hanseniaspora guilliermondii","Saccharomycodes ludwigii",0.0996138350843313,0,"1","fungi_fungi"
"496","Hanseniaspora guilliermondii","Stemphylium lycopersici",0.0838777682036846,0.01,"1","fungi_fungi"
"497","s__Faecalibacterium_duncaniae","Hanseniaspora guilliermondii",-0.100197953376126,0.02,"-1","Bacter_fungi"
"498","s__Faecalibacterium_prausnitzii","Hanseniaspora guilliermondii",-0.143679372021404,0,"-1","Bacter_fungi"
"499","s__Ruminococcus_bovis","Hanseniaspora guilliermondii",0.0809873177398413,0.04,"1","Bacter_fungi"
"500","s__Starkeya_novella","Hanseniaspora guilliermondii",-0.0906074039102716,0.01,"-1","Bacter_fungi"
"501","Hypsizygus marmoreus","Hypoxylon sp. CO27-5",0.106967354087794,0,"1","fungi_fungi"
"502","Hypoxylon sp. CO27-5","Kalmanozyma brasiliensis",0.181057137367059,0,"1","fungi_fungi"
"503","Kwoniella mangrovensis","Hypoxylon sp. CO27-5",0.132768842024442,0.01,"1","fungi_fungi"
"504","Leucoagaricus sp. SymC.cos","Hypoxylon sp. CO27-5",0.0952194186649205,0.01,"1","fungi_fungi"
"505","Naematelia encephala","Hypoxylon sp. CO27-5",0.124375378325009,0,"1","fungi_fungi"
"506","Hypoxylon sp. CO27-5","Polytolypa hystricis",0.110670716150149,0,"1","fungi_fungi"
"507","Saccharomycodes ludwigii","Hypoxylon sp. CO27-5",0.126371035779493,0,"1","fungi_fungi"
"508","Hypoxylon sp. CO27-5","Stachybotrys chartarum",-0.0873476450487795,0.03,"-1","fungi_fungi"
"509","Hypoxylon sp. CO27-5","Tolypocladium paradoxum",0.186938692004345,0,"1","fungi_fungi"
"510","s__Acetivibrio_thermocellus","Hypoxylon sp. CO27-5",-0.166731395462269,0,"-1","Bacter_fungi"
"511","s__Bacillus_amyloliquefaciens","Hypoxylon sp. CO27-5",-0.143505625873655,0,"-1","Bacter_fungi"
"512","s__Bifidobacterium_adolescentis","Hypoxylon sp. CO27-5",-0.156248508440966,0.01,"-1","Bacter_fungi"
"513","s__Eubacterium_sp._c-25","Hypoxylon sp. CO27-5",-0.154406853383962,0,"-1","Bacter_fungi"
"514","s__Faecalibacterium_prausnitzii","Hypoxylon sp. CO27-5",0.184832689210801,0,"1","Bacter_fungi"
"515","s__Lachnoclostridium_phocaeense","Hypoxylon sp. CO27-5",-0.166422022201295,0,"-1","Bacter_fungi"
"516","s__Lachnospira_eligens","Hypoxylon sp. CO27-5",0.179155742921292,0,"1","Bacter_fungi"
"517","s__Olsenella_timonensis","Hypoxylon sp. CO27-5",-0.131975915988485,0,"-1","Bacter_fungi"
"518","s__Paenibacillus_larvae","Hypoxylon sp. CO27-5",-0.192234595456822,0,"-1","Bacter_fungi"
"519","s__Ruminococcus_albus","Hypoxylon sp. CO27-5",-0.119548376768298,0.01,"-1","Bacter_fungi"
"520","s__Ruminococcus_champanellensis","Hypoxylon sp. CO27-5",-0.147646812639875,0,"-1","Bacter_fungi"
"521","s__Starkeya_novella","Hypoxylon sp. CO27-5",-0.106189227809963,0.01,"-1","Bacter_fungi"
"522","s__Vescimonas_coprocola","Hypoxylon sp. CO27-5",-0.178681614266429,0,"-1","Bacter_fungi"
"523","s__Vescimonas_fastidiosa","Hypoxylon sp. CO27-5",-0.132413298510932,0,"-1","Bacter_fungi"
