"","KO_id","fc","Clust1_z_score_mean","Clust2_z_score_mean","Clust1_zscore_median","Clust2_zscore_median","p.val","p.adj","cohen.d","Level1","Level2","Level3","EC_num"
"293","K00946",0.670349529222439,3.67977057707182e-05,5.48933118717949e-05,3.60751e-05,4.875225e-05,6.94824220522722e-09,7.97214289685862e-08,-0.413242229000662,"Metabolism","Metabolism of cofactors and vitamins","Thiamine metabolism [PATH:ko00730]","thiL; thiamine-monophosphate kinase [EC:2.7.4.16]"
"294","K00948",1.31555063297475,6.17914932320442e-05,4.69700608119658e-05,5.803225e-05,3.97653e-05,5.23856413345181e-13,1.12697339339702e-11,0.463173282765618,"Metabolism","Carbohydrate metabolism","Pentose phosphate pathway [PATH:ko00030]","PRPS, prsA; ribose-phosphate pyrophosphokinase [EC:2.7.6.1]"
"295","K00949",1.35559275167099,2.87134065165746e-05,2.11814399871795e-05,2.56557e-05,1.694905e-05,8.00790878277503e-11,1.26246821478062e-09,0.422552468330514,"Metabolism","Metabolism of cofactors and vitamins","Thiamine metabolism [PATH:ko00730]","thiN, TPK1, THI80; thiamine pyrophosphokinase [EC:2.7.6.2]"
"296","K00950",0.636522826573704,3.14228245662983e-05,4.93663750213675e-05,2.58666e-05,3.70829e-05,4.01380269577419e-07,3.00616718674439e-06,-0.438860539438411,"Metabolism","Metabolism of cofactors and vitamins","Folate biosynthesis [PATH:ko00790]","folK; 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase [EC:2.7.6.3]"
"297","K00951",1.33207821480921,3.6197659640884e-05,2.7173824508547e-05,3.45038e-05,2.235405e-05,3.26874277127466e-12,6.39883507902843e-11,0.430713057518062,"Metabolism","Nucleotide metabolism","Purine metabolism [PATH:ko00230]","relA; GTP pyrophosphokinase [EC:2.7.6.5]"
"298","K00952",0.921556309299054,5.53214143093923e-07,6.00304221794872e-07,0,0,0.000117938122620042,0.000463284275303931,-0.0113386571986533,"Metabolism","Metabolism of cofactors and vitamins","Nicotinate and nicotinamide metabolism [PATH:ko00760]","nadM; nicotinamide-nucleotide adenylyltransferase [EC:2.7.7.1]"
"299","K00954",0.86735364282285,6.32870093922652e-05,7.29656350854701e-05,5.847695e-05,6.8795e-05,0.0028940313478464,0.00810701694288204,-0.269789399133991,"Metabolism","Metabolism of cofactors and vitamins","Pantothenate and CoA biosynthesis [PATH:ko00770]","E2.7.7.3A, coaD, kdtB; pantetheine-phosphate adenylyltransferase [EC:2.7.7.3]"
"300","K00955",1.06432587729693,1.85469777127072e-06,1.74260328611111e-06,0,0,0.00102353142396193,0.0032433421915418,0.0165237193904224,"Metabolism","Energy metabolism","Sulfur metabolism [PATH:ko00920]","cysNC; bifunctional enzyme CysN/CysC [EC:2.7.7.4 2.7.1.25]"
"301","K00957",0.80519604171424,6.52752995856354e-05,8.10675862820513e-05,6.318455e-05,8.29969e-05,1.38266909176903e-07,1.17512647809711e-06,-0.421659741592886,"Metabolism","Energy metabolism","Sulfur metabolism [PATH:ko00920]","cysD; sulfate adenylyltransferase subunit 2 [EC:2.7.7.4]"
"302","K00963",1.11414776491542,2.64001598461326e-05,2.36953846495727e-05,2.45202e-05,1.7763e-05,0.000169003242347201,0.000640429259188177,0.117678434866458,"Metabolism","Carbohydrate metabolism","Pentose and glucuronate interconversions [PATH:ko00040]","UGP2, galU, galF; UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]"
"303","K00965",1.64646298355087,2.79872857734807e-05,1.699843e-05,2.09492e-05,1.171765e-05,3.14759260392055e-14,8.25468650825006e-13,0.601501632877228,"Metabolism","Carbohydrate metabolism","Galactose metabolism [PATH:ko00052]","galT, GALT; UDPglucose--hexose-1-phosphate uridylyltransferase [EC:2.7.7.12]"
"304","K00968",0.757192902672198,2.41405661823204e-06,3.18816593461538e-06,0,0,0.0141159608418831,0.0297024840842579,-0.0554542865601442,"Metabolism","Lipid metabolism","Glycerophospholipid metabolism [PATH:ko00564]","PCYT1; choline-phosphate cytidylyltransferase [EC:2.7.7.15]"
"305","K00971",0.686368402625124,7.01462061104972e-05,0.000102199060799145,6.22338e-05,9.33109e-05,4.80202114000198e-08,4.61273216715771e-07,-0.473047607343329,"Metabolism","Carbohydrate metabolism","Fructose and mannose metabolism [PATH:ko00051]","manC, cpsB; mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]"
"306","K00972",2.20467526345237,1.01695787066298e-05,4.61273316538462e-06,6.35633e-06,1.811775e-06,3.89715456017972e-15,1.17928182496867e-13,0.595648835312054,"Metabolism","Carbohydrate metabolism","Amino sugar and nucleotide sugar metabolism [PATH:ko00520]","UAP1; UDP-N-acetylglucosamine/UDP-N-acetylgalactosamine diphosphorylase [EC:2.7.7.23 2.7.7.83]"
"307","K00975",1.74789746172021,0.00010127889558011,5.79432705854701e-05,8.58636e-05,4.92327e-05,8.82520543584638e-22,7.9244589245138e-20,0.808409832612836,"Metabolism","Carbohydrate metabolism","Starch and sucrose metabolism [PATH:ko00500]","glgC; glucose-1-phosphate adenylyltransferase [EC:2.7.7.27]"
"308","K00978",1.1106792478012,5.46767099779006e-06,4.92281728376068e-06,2.96234e-06,2.18923e-06,0.00755990725675989,0.0183037496623955,0.078403710771935,"Metabolism","Carbohydrate metabolism","Starch and sucrose metabolism [PATH:ko00500]","rfbF; glucose-1-phosphate cytidylyltransferase [EC:2.7.7.33]"
"309","K00979",0.673466696321521,2.67803962430939e-05,3.97649897008547e-05,2.420985e-05,3.5949e-05,8.59874075517641e-11,1.35303233101928e-09,-0.509820060455135,"Metabolism","Glycan biosynthesis and metabolism","Lipopolysaccharide biosynthesis [PATH:ko00540]","kdsB; 3-deoxy-manno-octulosonate cytidylyltransferase (CMP-KDO synthetase) [EC:2.7.7.38]"
"310","K00980",1.84730713520165,2.31279092320442e-06,1.25197964059829e-06,1.043885e-06,4.31871e-07,2.77053044805638e-07,2.17974781251369e-06,0.499459919622233,"Metabolism","Lipid metabolism","Glycerophospholipid metabolism [PATH:ko00564]","tagD; glycerol-3-phosphate cytidylyltransferase [EC:2.7.7.39]"
"311","K00981",0.8592532021377,4.84048626878453e-05,5.63336424786325e-05,4.56971e-05,5.21159e-05,0.0152198535513173,0.0318871950767011,-0.240763463724065,"Metabolism","Lipid metabolism","Glycerophospholipid metabolism [PATH:ko00564]","E2.7.7.41, CDS1, CDS2, cdsA; phosphatidate cytidylyltransferase [EC:2.7.7.41]"
"312","K00991",0.821169897933181,5.57702835359116e-05,6.79156453205128e-05,5.383135e-05,6.30164e-05,0.000970090449875401,0.00309298232590532,-0.300913310302308,"Metabolism","Metabolism of terpenoids and polyketides","Terpenoid backbone biosynthesis [PATH:ko00900]","ispD; 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase [EC:2.7.7.60]"
"313","K00995",1.54024305522009,7.27909404419889e-05,4.72593855854701e-05,6.652465e-05,4.21477e-05,4.56782981731872e-17,1.95517316688445e-15,0.73166244093921,"Metabolism","Lipid metabolism","Glycerophospholipid metabolism [PATH:ko00564]","pgsA, PGS1; CDP-diacylglycerol---glycerol-3-phosphate 3-phosphatidyltransferase [EC:2.7.8.5]"
"314","K00998",0.560563891271743,2.33082280837017e-06,4.15799669700855e-06,3.12325e-07,7.39249e-07,0.00626016758451173,0.0153359792378974,-0.19512708534265,"Metabolism","Lipid metabolism","Glycerophospholipid metabolism [PATH:ko00564]","pssA; CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8]"
"315","K00999",0,0,2.39794658119658e-09,0,0,0.00528682899364855,0.0131075913314918,-0.121244052757562,"Metabolism","Carbohydrate metabolism","Inositol phosphate metabolism [PATH:ko00562]","CDIPT; CDP-diacylglycerol--inositol 3-phosphatidyltransferase [EC:2.7.8.11]"
"316","K01000",0.890295851832471,7.70010687845304e-05,8.64893042307692e-05,7.72664e-05,8.6123e-05,0.00692090815176573,0.0168902872206017,-0.246536851763379,"Metabolism","Glycan biosynthesis and metabolism","Peptidoglycan biosynthesis [PATH:ko00550]","mraY; phospho-N-acetylmuramoyl-pentapeptide-transferase [EC:2.7.8.13]"
"317","K01001",0.856349023008215,5.36856246132597e-07,6.26912896153846e-07,0,0,1.02997105451107e-05,5.30362032709888e-05,-0.0224647129515061,"Metabolism","Glycan biosynthesis and metabolism","N-Glycan biosynthesis [PATH:ko00510]","ALG7; UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase [EC:2.7.8.15]"
"318","K01006",1.30077598239582,8.71187379834254e-06,6.69744361538462e-06,6.58179e-06,3.52595e-06,6.06734144698474e-15,1.79649848363946e-13,0.0942114384571877,"Metabolism","Carbohydrate metabolism","Glycolysis / Gluconeogenesis [PATH:ko00010]","ppdK; pyruvate, orthophosphate dikinase [EC:2.7.9.1]"
"319","K01007",0.358165505390308,1.34798137035912e-06,3.76357117051282e-06,3.341215e-07,6.385855e-07,0.011105995334212,0.0261908728107125,-0.24008021911,"Metabolism","Carbohydrate metabolism","Glycolysis / Gluconeogenesis [PATH:ko00010]","pps, ppsA; pyruvate, water dikinase [EC:2.7.9.2]"
"320","K01008",1.47499706435361,1.96441652734807e-05,1.33181046581197e-05,1.41679e-05,8.03001e-06,1.19819350848384e-10,1.83301418029353e-09,0.358718704931841,"Metabolism","Metabolism of other amino acids","Selenocompound metabolism [PATH:ko00450]","selD, SEPHS; selenide, water dikinase [EC:2.7.9.3]"
"321","K01011",0.468966214199572,3.39886731104972e-06,7.24757393632479e-06,6.494005e-07,1.34759e-06,0.000553926767663108,0.00188157443571749,-0.242867353591264,"Metabolism","Energy metabolism","Sulfur metabolism [PATH:ko00920]","TST, MPST, sseA; thiosulfate/3-mercaptopyruvate sulfurtransferase [EC:2.8.1.1 2.8.1.2]"
"322","K01026",2.24235102685315,4.24197126546961e-06,1.89175165470085e-06,2.56596e-06,8.085045e-07,3.02723325535805e-20,2.00063791380103e-18,0.647247916169921,"Metabolism","Carbohydrate metabolism","Pyruvate metabolism [PATH:ko00620]","pct; propionate CoA-transferase [EC:2.8.3.1]"
"323","K01028",0.0522075023836794,7.92575444751381e-08,1.51812557307692e-06,0,0,1.26930604251332e-08,1.39437994909609e-07,-0.257937990743466,"Metabolism","Carbohydrate metabolism","Butanoate metabolism [PATH:ko00650]","scoA; 3-oxoacid CoA-transferase subunit A [EC:2.8.3.5]"
"324","K01029",0.0487497642214087,6.49136256906077e-08,1.33156799273504e-06,0,0,9.31066747364052e-09,1.04504652173566e-07,-0.236794420878568,"Metabolism","Carbohydrate metabolism","Butanoate metabolism [PATH:ko00650]","scoB; 3-oxoacid CoA-transferase subunit B [EC:2.8.3.5]"
"325","K01032",0.0471013244299093,5.18435397790055e-08,1.1006811465812e-06,0,0,1.38271426850042e-11,2.44072704531666e-10,-0.219339466377223,"Metabolism","Xenobiotics biodegradation and metabolism","Benzoate degradation [PATH:ko00362]","pcaJ; 3-oxoadipate CoA-transferase, beta subunit [EC:2.8.3.6]"
"326","K01040",1.21114744874536,3.40095259889503e-06,2.80804174786325e-06,2.64424e-06,2.03396e-06,0.020253303165462,0.0415889976261202,0.224334918430872,"Metabolism","Carbohydrate metabolism","Butanoate metabolism [PATH:ko00650]","gctB; glutaconate CoA-transferase, subunit B [EC:2.8.3.12]"
"327","K01042",0.375106581829041,2.41722750082873e-06,6.44410846923077e-06,6.45083e-07,1.206975e-06,0.000801651772796293,0.00263422644990858,-0.301802539086704,"Metabolism","Metabolism of other amino acids","Selenocompound metabolism [PATH:ko00450]","selA; L-seryl-tRNA(Ser) seleniumtransferase [EC:2.9.1.1]"
"328","K01046",2.50035138773272,2.46586543867403e-06,9.86207558974359e-07,1.166105e-06,0,3.57927786777593e-15,1.08707406123886e-13,0.624331158105907,"Metabolism","Lipid metabolism","Glycerolipid metabolism [PATH:ko00561]","lip, TGL2; triacylglycerol lipase [EC:3.1.1.3]"
"329","K01048",1.37659609206746,1.28917518016575e-05,9.36494871367521e-06,8.04819e-06,5.158755e-06,9.06591278095168e-05,0.00036533417308996,0.230334803737716,"Metabolism","Lipid metabolism","Glycerophospholipid metabolism [PATH:ko00564]","pldB; lysophospholipase [EC:3.1.1.5]"
"330","K01051",1.11621205718772,1.03393601574586e-05,9.2628995457265e-06,8.37346e-06,6.356255e-06,0.000153874732945376,0.000587955212239479,0.0927939639167118,"Metabolism","Carbohydrate metabolism","Pentose and glucuronate interconversions [PATH:ko00040]","E3.1.1.11; pectinesterase [EC:3.1.1.11]"
"331","K01052",0,0,4.17884025641026e-08,0,0,0.0126979181699439,0.0269313227219273,-0.0669486480801399,"Metabolism","Lipid metabolism","Steroid biosynthesis [PATH:ko00100]","LIPA; lysosomal acid lipase/cholesteryl ester hydrolase [EC:3.1.1.13]"
"332","K01055",0.0227810857648759,2.22742218232044e-08,9.77750667948718e-07,0,0,4.16216901220945e-08,4.05467903418187e-07,-0.21974534267231,"Metabolism","Xenobiotics biodegradation and metabolism","Benzoate degradation [PATH:ko00362]","pcaD; 3-oxoadipate enol-lactonase [EC:3.1.1.24]"
"333","K01057",0.704376889756715,1.51695915773481e-05,2.15361858089744e-05,1.2526e-05,1.71151e-05,0.00229841553009019,0.00656542555120161,-0.329035044415583,"Metabolism","Carbohydrate metabolism","Pentose phosphate pathway [PATH:ko00030]","PGLS, pgl, devB; 6-phosphogluconolactonase [EC:3.1.1.31]"
"334","K01058",0.574448135722504,5.71292928176796e-06,9.94507410940171e-06,3.778105e-06,5.71255e-06,1.40041103288485e-05,6.91913609010871e-05,-0.326327678337818,"Metabolism","Lipid metabolism","Glycerophospholipid metabolism [PATH:ko00564]","pldA; phospholipase A1/A2 [EC:3.1.1.32 3.1.1.4]"
"335","K01061",0.365459114444519,2.36620211464088e-06,6.47460145641026e-06,2.505565e-07,9.606225e-07,1.3116372351236e-06,8.72418293023838e-06,-0.294538413568806,"Metabolism","Xenobiotics biodegradation and metabolism","Fluorobenzoate degradation [PATH:ko00364]","E3.1.1.45; carboxymethylenebutenolidase [EC:3.1.1.45]"
"336","K01069",0.670015076359789,4.46114384198895e-06,6.65827382008547e-06,4.842095e-07,1.14413e-06,0.000232064318623191,0.000853554468453332,-0.170705457514393,"Metabolism","Carbohydrate metabolism","Pyruvate metabolism [PATH:ko00620]","gloB, gloC, HAGH; hydroxyacylglutathione hydrolase [EC:3.1.2.6]"
"337","K01070",0.506574596995568,4.05675942845304e-06,8.00821725470085e-06,3.96473e-07,1.22369e-06,0.00109199360350448,0.00343917619464374,-0.191500930298872,"Metabolism","Energy metabolism","Methane metabolism [PATH:ko00680]","frmB, ESD, fghA; S-formylglutathione hydrolase [EC:3.1.2.12]"
"338","K01077",0.701416370870522,3.7290137820442e-05,5.31640540042735e-05,3.40933e-05,4.27957e-05,1.17363717666102e-05,5.91544644075454e-05,-0.404309120652288,"Metabolism","Metabolism of cofactors and vitamins","Thiamine metabolism [PATH:ko00730]","E3.1.3.1, phoA, phoB; alkaline phosphatase [EC:3.1.3.1]"
"339","K01078",0,0,4.81318115384615e-08,0,0,0.00222768397750173,0.00638103236412683,-0.0704708720441219,"Metabolism","Metabolism of cofactors and vitamins","Thiamine metabolism [PATH:ko00730]","PHO; acid phosphatase [EC:3.1.3.2]"
"340","K01079",0.702173605934789,1.08073125911602e-05,1.53912259017094e-05,8.7148e-06,1.011455e-05,0.00687543413335821,0.0167842675460024,-0.275164385390928,"Metabolism","Energy metabolism","Methane metabolism [PATH:ko00680]","serB, PSPH; phosphoserine phosphatase [EC:3.1.3.3]"
"341","K01081",0.668961277907326,1.42364938839779e-05,2.12814917008547e-05,1.138105e-05,1.55903e-05,0.00183323081527323,0.00551103339336686,-0.303748171271683,"Metabolism","Nucleotide metabolism","Purine metabolism [PATH:ko00230]","E3.1.3.5; 5'-nucleotidase [EC:3.1.3.5]"
"342","K01082",0.669115589969674,2.70348265082873e-05,4.0403820974359e-05,2.52536e-05,3.599065e-05,2.97321504346183e-08,3.00265641491909e-07,-0.479269912374374,"Metabolism","Energy metabolism","Sulfur metabolism [PATH:ko00920]","cysQ, MET22, BPNT1; 3'(2'), 5'-bisphosphate nucleotidase [EC:3.1.3.7]"
"343","K01085",0.453691224178967,1.90116605276243e-06,4.19044043931624e-06,2.48219e-07,5.44393e-07,7.26472996927998e-05,0.000298279991432515,-0.18079159624178,"Metabolism","Carbohydrate metabolism","Glycolysis / Gluconeogenesis [PATH:ko00010]","agp; glucose-1-phosphatase [EC:3.1.3.10]"
"344","K01087",0.449384346314095,1.72929768839779e-06,3.84814847820513e-06,1.309385e-07,5.622445e-07,1.30253002924812e-05,6.48595573937235e-05,-0.25855587118117,"Metabolism","Carbohydrate metabolism","Starch and sucrose metabolism [PATH:ko00500]","otsB; trehalose 6-phosphate phosphatase [EC:3.1.3.12]"
"345","K01089",0.553286036055083,1.08472535497238e-05,1.96051460598291e-05,8.91217e-06,1.531335e-05,1.85931020827352e-15,5.97656094573834e-14,-0.524173841545905,"Metabolism","Amino acid metabolism","Histidine metabolism [PATH:ko00340]","hisB; imidazoleglycerol-phosphate dehydratase / histidinol-phosphatase [EC:4.2.1.19 3.1.3.15]"
"346","K01091",1.07576325035802,9.46920583977901e-05,8.80231392606838e-05,8.700745e-05,7.638635e-05,0.00558817109655078,0.0137884950503602,0.0959195130169889,"Metabolism","Carbohydrate metabolism","Glyoxylate and dicarboxylate metabolism [PATH:ko00630]","gph; phosphoglycolate phosphatase [EC:3.1.3.18]"
"347","K01092",0.656158651178161,3.26836245138122e-05,4.98105518461538e-05,2.954595e-05,4.72473e-05,3.36178378060296e-11,5.57664574529339e-10,-0.534826493867451,"Metabolism","Carbohydrate metabolism","Inositol phosphate metabolism [PATH:ko00562]","E3.1.3.25, IMPA, suhB; myo-inositol-1(or 4)-monophosphatase [EC:3.1.3.25]"
"348","K01093",0.467752971390881,1.98147294972376e-06,4.23615256538462e-06,1.64295e-07,5.387085e-07,0.000144151854432885,0.000555558573097048,-0.241104158482268,"Metabolism","Carbohydrate metabolism","Inositol phosphate metabolism [PATH:ko00562]","appA; 4-phytase / acid phosphatase [EC:3.1.3.26 3.1.3.2]"
"349","K01095",0.527712146290045,6.35006380966851e-06,1.20331962307692e-05,3.45938e-06,8.060925e-06,1.05661144740144e-10,1.62545012420545e-09,-0.40712462090086,"Metabolism","Lipid metabolism","Glycerophospholipid metabolism [PATH:ko00564]","pgpA; phosphatidylglycerophosphatase A [EC:3.1.3.27]"
"350","K01096",0.462691956523589,1.90805357348066e-06,4.12380968931624e-06,2.30515e-07,8.15506e-07,5.16789777806459e-05,0.000220402702863147,-0.235602834800655,"Metabolism","Lipid metabolism","Glycerophospholipid metabolism [PATH:ko00564]","pgpB; phosphatidylglycerophosphatase B [EC:3.1.3.27 3.1.3.81 3.1.3.4 3.6.1.27]"
"351","K01106",0,0,3.45444521367521e-09,0,0,0.00222768397750173,0.00638103236412683,-0.117480798889229,"Metabolism","Carbohydrate metabolism","Inositol phosphate metabolism [PATH:ko00562]","INPP5A; inositol polyphosphate 5-phosphatase INPP5A [EC:3.1.3.56]"
"352","K01113",0,0,8.24056367521368e-09,0,0,0.00528682899364855,0.0131075913314918,-0.0838391249002838,"Metabolism","Metabolism of cofactors and vitamins","Folate biosynthesis [PATH:ko00790]","phoD; alkaline phosphatase D [EC:3.1.3.1]"
"353","K01115",0,0,2.63435576923077e-08,0,0,0.00528682899364855,0.0131075913314918,-0.0672449190710598,"Metabolism","Lipid metabolism","Glycerophospholipid metabolism [PATH:ko00564]","PLD1_2; phospholipase D1/2 [EC:3.1.4.4]"
"354","K01129",1.12853764364831,3.40940558287293e-05,3.02108272777778e-05,3.07994e-05,2.503895e-05,0.000864691310061683,0.00282228957424716,0.164696503747629,"Metabolism","Nucleotide metabolism","Purine metabolism [PATH:ko00230]","dgt; dGTPase [EC:3.1.5.1]"
"355","K01130",0.675840261642571,1.6966923498895e-05,2.51049315376068e-05,1.297315e-05,1.660085e-05,0.00603233843402964,0.0148180635752361,-0.309600215577709,"Metabolism","Lipid metabolism","Sphingolipid metabolism [PATH:ko00600]","E3.1.6.1; arylsulfatase [EC:3.1.6.1]"
"356","K01139",0.368863741391469,2.61493071906077e-06,7.08915088589744e-06,4.301655e-07,1.38801e-06,1.845942061792e-07,1.52037162237923e-06,-0.314238568340098,"Metabolism","Nucleotide metabolism","Purine metabolism [PATH:ko00230]","spoT; GTP diphosphokinase / guanosine-3',5'-bis(diphosphate) 3'-diphosphatase [EC:2.7.6.5 3.1.7.2]"
"357","K01178",0,0,1.03822564102564e-09,0,0,0.0126979181699439,0.0269313227219273,-0.120185517323039,"Metabolism","Carbohydrate metabolism","Starch and sucrose metabolism [PATH:ko00500]","SGA1; glucoamylase [EC:3.2.1.3]"
"358","K01179",1.20843125618858,4.17281460165746e-05,3.4530839717094e-05,3.45195e-05,2.472365e-05,0.000215793031315262,0.000799043582113572,0.207660056740591,"Metabolism","Carbohydrate metabolism","Starch and sucrose metabolism [PATH:ko00500]","E3.2.1.4; endoglucanase [EC:3.2.1.4]"
"359","K01182",1.52533424738003,2.26399985828729e-05,1.48426475192308e-05,1.669665e-05,1.125755e-05,1.63916371102727e-10,2.44868928788424e-09,0.485226920795286,"Metabolism","Carbohydrate metabolism","Galactose metabolism [PATH:ko00052]","IMA, malL; oligo-1,6-glucosidase [EC:3.2.1.10]"
"360","K01183",0.621715964842218,1.49448468226519e-05,2.40380618606838e-05,1.092105e-05,1.789795e-05,0.000122249137389853,0.000478172407186354,-0.37111557787236,"Metabolism","Carbohydrate metabolism","Amino sugar and nucleotide sugar metabolism [PATH:ko00520]","E3.2.1.14; chitinase [EC:3.2.1.14]"
"361","K01186",0.582621230728341,1.23884995560773e-05,2.12633850307692e-05,8.45916e-06,1.314205e-05,1.00738854019459e-05,5.19870841070023e-05,-0.353791628460749,"Metabolism","Lipid metabolism","Sphingolipid metabolism [PATH:ko00600]","NEU1; sialidase-1 [EC:3.2.1.18]"
"362","K01187",1.13172995223189,5.0475234718232e-05,4.46000696709402e-05,4.68789e-05,3.658515e-05,0.000503645925831584,0.00172633136665481,0.196037057304505,"Metabolism","Carbohydrate metabolism","Galactose metabolism [PATH:ko00052]","malZ; alpha-glucosidase [EC:3.2.1.20]"
"363","K01190",1.04468369235813,7.77568751657459e-05,7.44310222649573e-05,7.024375e-05,6.26054e-05,0.0206626922377928,0.0423559554780164,0.0609038955178333,"Metabolism","Carbohydrate metabolism","Galactose metabolism [PATH:ko00052]","lacZ; beta-galactosidase [EC:3.2.1.23]"
"364","K01193",1.91240412676637,3.94537743149171e-05,2.06304586790598e-05,2.914275e-05,1.30972e-05,1.00467124404166e-21,8.73640962845071e-20,0.580991106926864,"Metabolism","Carbohydrate metabolism","Galactose metabolism [PATH:ko00052]","INV, sacA; beta-fructofuranosidase [EC:3.2.1.26]"
"365","K01194",0.480566501258007,5.08809783508287e-06,1.05877080940171e-05,1.42411e-06,2.95004e-06,9.29373153909771e-05,0.000373058873879913,-0.263402974807702,"Metabolism","Carbohydrate metabolism","Starch and sucrose metabolism [PATH:ko00500]","TREH, treA, treF; alpha,alpha-trehalase [EC:3.2.1.28]"
"366","K01195",1.07125558872273,1.51987957044199e-05,1.41878332905983e-05,1.363055e-05,1.079265e-05,0.00165461743804187,0.00501607143327115,0.0747009696609692,"Metabolism","Carbohydrate metabolism","Pentose and glucuronate interconversions [PATH:ko00040]","uidA, GUSB; beta-glucuronidase [EC:3.2.1.31]"
"367","K01196",0,0,4.38702354700855e-08,0,0,0.000946071229403545,0.00302106471824611,-0.0665895812579005,"Metabolism","Carbohydrate metabolism","Starch and sucrose metabolism [PATH:ko00500]","AGL; glycogen debranching enzyme [EC:2.4.1.25 3.2.1.33]"
"368","K01198",1.89004234843012,3.22294890027624e-05,1.70522576012821e-05,2.30782e-05,9.510935e-06,1.01725224678632e-17,4.69470436352057e-16,0.656012891769247,"Metabolism","Carbohydrate metabolism","Amino sugar and nucleotide sugar metabolism [PATH:ko00520]","xynB; xylan 1,4-beta-xylosidase [EC:3.2.1.37]"
"369","K01201",0.695732005697646,1.33687840690608e-05,1.92154219722222e-05,9.39201e-06,1.30578e-05,0.0220894154805722,0.0451014980931802,-0.283410068598512,"Metabolism","Lipid metabolism","Sphingolipid metabolism [PATH:ko00600]","GBA, srfJ; glucosylceramidase [EC:3.2.1.45]"
"370","K01206",0.686495126664014,7.02440003977901e-05,0.000102322649745727,5.901395e-05,7.98385e-05,4.30184413250069e-05,0.000186548736895476,-0.381872133997751,"Metabolism","Glycan biosynthesis and metabolism","Other glycan degradation [PATH:ko00511]","FUCA; alpha-L-fucosidase [EC:3.2.1.51]"
"371","K01207",1.06620407928768,2.36086688839779e-05,2.21427298418803e-05,1.719265e-05,1.355215e-05,0.00176829676450224,0.00533329666723366,0.052235980854951,"Metabolism","Carbohydrate metabolism","Amino sugar and nucleotide sugar metabolism [PATH:ko00520]","nagZ; beta-N-acetylhexosaminidase [EC:3.2.1.52]"
"372","K01209",1.73108149929211,2.89107184392265e-05,1.67009574367521e-05,2.135675e-05,1.094385e-05,8.21287154674371e-16,2.80357569618388e-14,0.550720281152579,"Metabolism","Carbohydrate metabolism","Amino sugar and nucleotide sugar metabolism [PATH:ko00520]","abfA; alpha-L-arabinofuranosidase [EC:3.2.1.55]"
"373","K01210",0.00110886609100571,1.97732872928177e-10,1.78319884188034e-07,0,0,0.00490962971884308,0.0130875931291909,-0.0661410055795338,"Metabolism","Carbohydrate metabolism","Starch and sucrose metabolism [PATH:ko00500]","E3.2.1.58; glucan 1,3-beta-glucosidase [EC:3.2.1.58]"
"374","K01218",1.27050263784459,1.39956114171271e-05,1.10158066581197e-05,8.091805e-06,5.44284e-06,7.92505920674035e-05,0.000323303279540158,0.178973084476956,"Metabolism","Carbohydrate metabolism","Fructose and mannose metabolism [PATH:ko00051]","gmuG; mannan endo-1,4-beta-mannosidase [EC:3.2.1.78]"
"375","K01222",0.385527243732039,2.99976441049724e-06,7.78094015213675e-06,9.064325e-07,1.445655e-06,0.00475255023537707,0.0127802140281413,-0.257678660000831,"Metabolism","Carbohydrate metabolism","Glycolysis / Gluconeogenesis [PATH:ko00010]","E3.2.1.86A, celF; 6-phospho-beta-glucosidase [EC:3.2.1.86]"
"376","K01223",0.992113894972907,3.23975070110497e-05,3.2655027991453e-05,2.39227e-05,1.762345e-05,1.25216419526735e-05,6.26537154276412e-05,-0.00514131842859322,"Metabolism","Carbohydrate metabolism","Glycolysis / Gluconeogenesis [PATH:ko00010]","E3.2.1.86B, bglA; 6-phospho-beta-glucosidase [EC:3.2.1.86]"
"377","K01228",0,0,1.9699955982906e-08,0,0,0.00528682899364855,0.0131075913314918,-0.067049159991345,"Metabolism","Glycan biosynthesis and metabolism","N-Glycan biosynthesis [PATH:ko00510]","MOGS; mannosyl-oligosaccharide glucosidase [EC:3.2.1.106]"
"378","K01230",0,0,2.92806239316239e-09,0,0,0.000403912755141889,0.00141446514210561,-0.102430912318808,"Metabolism","Glycan biosynthesis and metabolism","N-Glycan biosynthesis [PATH:ko00510]","MAN1A_C, MNS1_2; mannosyl-oligosaccharide alpha-1,2-mannosidase [EC:3.2.1.113]"
"379","K01232",1.22264352333882,5.74858427430939e-06,4.70176643034188e-06,3.810195e-06,2.091875e-06,0.0124859878559921,0.0269313227219273,0.131861747538431,"Metabolism","Carbohydrate metabolism","Starch and sucrose metabolism [PATH:ko00500]","glvA; maltose-6'-phosphate glucosidase [EC:3.2.1.122]"
"380","K01239",1.62807490071176,1.33420293314917e-06,8.19497267948718e-07,2.808345e-07,1.493295e-07,0.00979513171634906,0.0233461001467858,0.173357306762582,"Metabolism","Nucleotide metabolism","Purine metabolism [PATH:ko00230]","iunH; purine nucleosidase [EC:3.2.2.1]"
